# AIST/GSJ, Geochemical Map of Hot Spring Waters (GRES-DB ONSEN 2020), gbank.gsj.jp/gres-db
# source:    https://gbank.gsj.jp/gres-db/download/onsen/GSJ_DB_GRES-DB_ONSEN_2020.zip
# sha256:    09ceca4ebf6a4ba366c6093845f190b95e2fd3a2ad7c7d97f0ac074bc4a68cab
# licence:   政府標準利用規約 第2.0版 (CC BY 4.0 compatible), attribution required
# generated: scripts/fetch-aist.mjs -- do not edit by hand
#
# Positions are the AREA CENTROID of the polygon each row publishes. Every
# cell in this file is 187-191 m across, which is a publisher privacy
# choice rather than GPS scatter. The centroid is a distance key only: it
# must never be written to a record location or used to mint a pin.
ser	onsenName	sourceName	prefecture	lat	lng	measuredAt	celsius	unit	ph	tds	sodium	calcium	magnesium	iron	chloride	sulfate	bicarbonate	silica
3829	西川温泉	霊峰の湯	山梨県	35.52622873069511	138.7671190950627	1998	33.7	mg/kg	9.36	1730	233	249.9			90.3	997.1		
3830	西山温泉	慶雲閣(穴湯)	山梨県	35.55449215129183	138.30608771423883	1998	43.1	mg/kg	9.2	1317	304.6	115.7	0.04		259.5	557.9		
3831	西山温泉	慶雲閣(目湯)	山梨県	35.554424852452264	138.30615476569716	1998	42.1	mg/kg	9.2	1312	300.5	116.1	0.07		256.6	554		
3832	西山温泉	慶雲閣(御座湯)	山梨県	35.55448599291624	138.30618110526194	1998	42.8	mg/kg	9.2	1291	295.9	115.4	0.04		252.6	543.9		
3833	西山温泉	慶雲閣(御殿湯)	山梨県	35.55435983440378	138.30617011793262	1998	40.9	mg/kg	9.1	1293	294	108.1	0.07		249.5	537.4		
3834	西山温泉	慶雲館	山梨県	35.554413006501676	138.3062076477149	1984	43.7	mg/kg	9.2	1299	307.6	107.5	1.7		256.7	534.8		
3835	西山温泉	慶雲館プール	山梨県	35.55442633085132	138.30610831088956	1977	43	mg/kg	6.6		260	91.4	0.38		200	460	24.17	
3836	西山温泉	蓬莱館	山梨県	35.55444379969561	138.30730777227367	1987	41.3	mg/kg	9.21	1289	308.8	103.4			251.9	484	18	
3837	韮崎旭温泉		山梨県	35.682252093621884	138.44447437799283	1996	40.5	mg/kg	7.7		335	24.9	14.9		365.3	100.6	306.9	
3838	橋倉鉱泉		山梨県	35.62229326987605	138.9113826508444	1978	9.3	mg/kg	7		6.43	47.3	14.5		3.2	127.5	68.43	
3839	はやぶさ温泉		山梨県	35.73041755705361	138.7096407287764	1991	42.3	mg/kg	9.95	251	75.8	2.2			42.7	62.8	3.1	
3840	日の出鉱泉		山梨県	35.599359969266594	138.8932030456145	1978	10	mg/kg	5.8		13	27.1	8.6		44.17	26.5	66.44	
3841	響ヶ丘温泉	湯めみの丘	山梨県	35.683030584533604	138.4999748735817	2002	44.3	mg/kg	8	1360	398.2	49.6	2.4		691.3		27.6	
3842	笛吹温泉		山梨県	35.78916601028068	138.73833012025216	1993	36.2	mg/kg	9.1	570.5	95.9	71.9	0.06		51.1	282.3	5.1	
3843	笛吹川温泉		山梨県	35.720276355592375	138.7074928209423	1988	43.3	mg/kg	9.5	531	159	19.6			151.6	152.3		
3844	深沢温泉		山梨県	35.82168868435408	138.36245856399762	1975	13.5	mg/kg	7.4		6.9	6.69	3.17		1.55	9.8	40.41	
3845	双葉温泉	百楽泉	山梨県	35.7016600899786	138.48136252936473	1991	31	mg/kg	8.6	338.4	96.7	3.6	0.9		59.5	1.9	157.8	
3846	船山温泉		山梨県	35.29422013272299	138.42165370535764	1976	12.5	mg/kg	7.6		46.3	27.6	2.68		91.7	19	80.36	
3847	舟山ホテル	-1	山梨県	35.69833082112283	138.44971426278676	1979	29	mg/kg	7.5	480	134	27.3	10.2		79	14.3	360	
3848	舟山ホテル	-2	山梨県	35.6983303100839	138.4497113813412	1979	16	mg/kg	6.6	152	5.6	32.1	3.9		7.6	24.9	85.3	
3849	芙蓉の湯		山梨県	35.50605764606295	138.76229049633864	1997	36.1	mg/kg	9.4	2836	509	456.8	0.04		712.8	1163		
3850	法能鉱泉		山梨県	35.54911268030901	138.9200705889339	1978	8	mg/kg	4.5		8.88	15.7	7.2		1.5	75		
3851	保川温泉	旅館橋本	山梨県	35.43469157444333	138.3354664353019	1996	12.2	mg/kg	7.1	1233	7.4	221.6	95		0.7	667.7	318.9	
3852	ほったらかし温泉		山梨県	35.70739428589277	138.6508463493247	1995	32	mg/kg	9.6	102	23.4	2.6	0.1		0.5	7.7	13.7	
3853	ホテル石庭韮崎別館		山梨県	35.771665606099994	138.4202729976628	1995	42.1	mg/kg	7.7	1216	449.6	17.2	15.7		493.4	26.7	485.4	
3854	真木温泉		山梨県	35.615292365511884	138.9038439976413	1988	15.1	mg/kg	10.3	156	38.1	0.9	0.1		3	4.6	32.3	
3855	牧の湯	はなかげの湯	山梨県	35.73644794580858	138.71323859686515	1993	49.9	mg/kg	9.4	391.8	117.2	18.6	0.02		101.7	114.3	0.8	
3856	増富温泉	観光ホテル金泉閣	山梨県	35.866191599325546	138.53529941055322	2000	31.1	mg/kg	6.2	8950	2609	278.7	23.1		3773	584.8	1676	
3857	増富温泉	金泉湯	山梨県	35.866840120638265	138.5404452233049	1969	31	mg/kg	6.2	7386	2160	313.3	20.42		3217	470.8	1207	
3858	増富温泉	津金楼	山梨県	35.86635722012318	138.53852019453836	1995	28.3	mg/kg	6.5	8135	2558	268.4	17.6		3762	529.9	1424	
3859	増富温泉	津金楼西	山梨県	35.86632878320749	138.5383580087986	1969	29.5	mg/kg	6.3	8461	2520	320.3	21.42		3714	549.8	1358	
3860	増富温泉	津金楼東	山梨県	35.86635375318038	138.53846921669424	1969	30.1	mg/kg	6.3	8618	2600	356.4	22.35		3939	591.7	1499	
3861	増富温泉	不老閣(ボーリング井)	山梨県	35.866156870768236	138.53521518955887	1969	32.5	mg/kg	6.3	11806	2960	331.1	26.33		3953	549.8	1553	
3862	増富温泉	不老閣(岩風呂)	山梨県	35.86618692849216	138.53510011147685	1969	21.1	mg/kg	6.4	9142	2640	291.5	20.77		3649	569.5	1339	
3863	増富温泉	不老閣(源泉)	山梨県	35.86614917941995	138.53530197910345	1954	21.5	mg/kg	5.3	2785	906.4	98.15	8.036		1197	209.5	468.4	
3864	増富温泉	不老閣(自然湧出泉)	山梨県	35.86618243144044	138.53519259062173	1969	18.8	mg/kg	5.9	3466	1200	190.8	11.59		1501	769.5	640.3	
3865	まほらの湯	地域健康福祉センター	山梨県	35.573073987799205	138.46791367683485	1997	39.4	mg/kg	7.9	808.5	245.6	30.3	8.4		277	1.9	340.6	
3866	万葉温泉	赤松の湯ぷくぷく	山梨県	35.70529333545318	138.66241154155966		43.2	mg/kg			82.3		3.3		49.5	61.3	20.1	
3867	御坂温泉	みさかの湯	山梨県	35.63864487725022	138.64409978368798	1999	47	mg/kg	9.2	744	205.2	27.6			93.3	339.7		
3868	三珠温泉		山梨県	35.56586862467307	138.53405596464987	1999	43.6	mg/kg	8.8	674	222.1	28.3	0.2		336.6	14.8	52.2	
3869	三富温泉	一之橋館	山梨県	35.769106939194245	138.73758210746576	1971	26.4	mg/kg	8	349.3	68.09	31.52	1.484		84.72	87.31	30.34	
3870	三富温泉		山梨県	35.79542713015421	138.7399171159499	1969	28.8	mg/kg	9.9	187	49.35	1.643			35.38	19.71	23.71	
3871	南アルプス鉱泉		山梨県	35.632532325752436	138.3626485571873	1979	23.9	mg/kg	9.3	512	123	19.9	0.5		12.2	285	73.1	
3872	身延鉱泉		山梨県	35.371425344207076	138.42516361524991	1981	16	mg/kg	8.7	807	263	6.5	0.8		304	30	237	
3873	宮川温泉	玉穂湯殿館	山梨県	35.61166772824758	138.54000263811116	1990	45	mg/kg	7.4	1132	307.5	23.1	31.3		218.4	24.2	737.3	
3874	むかわの湯		山梨県	35.78353521927563	138.37948050087746	1999	45.8	mg/kg	7.3	7661	2654	177.8	42.4		4496	0.9	193.7	
3875	桃の木温泉	桃栄館	山梨県	35.623582560654306	138.3565852309011	1975	17	mg/kg	6.5		3.61	14.5	2.35		0.88	27	47.04	
3876	藪の湯鉱泉	-1	山梨県	35.76297546197438	138.31764249947923	1979	11.8	mg/kg	8.2	3890	1080	311			2200	6.1	42.6	
3877	藪の湯鉱泉	-2	山梨県	35.76298084664258	138.3175779475009	1986	12.8	mg/kg	9.2	5730	1520	489			3125	78.4	49.5	
3878	藪の湯鉱泉	-3	山梨県	35.763026137639145	138.31761956570915	1986	19.1	mg/kg	9.1	5600	1490	497			3250	135		
3879	山口温泉		山梨県	35.65375465552154	138.5266657739564	1986	41.6	mg/kg	7.65	1021	327.9	25.3	16.9		295.7	5.6	532.3	
3880	大和天目山温泉		山梨県	35.6574601179258	138.81514434467744	1992	31.9	mg/kg	10.3	238.1	69.4	1.9	0.5		16.4	14.2		
3881	湯口温泉	門野の湯	山梨県	35.345953775446795	138.40704285867105	1992	21.3	mg/kg	9.4	614.3	108	84.9	0.5		142	177.4	29.3	
3882	湯沢温泉	長生館	山梨県	35.42183326581136	138.46472333039526	1977	12	mg/kg	5.8		100	17	0.05		144.3	32	23.19	
3883	湯沢温泉	不二屋	山梨県	35.42168856518482	138.46440773400255	1977	19	mg/kg	5.6		108	14.3	0.02		151.2	29.5	22.53	
3884	湯沢温泉		山梨県	35.421834134060546	138.46448145529692	1985	16.5	mg/kg	8.03	187.1	39	16.2	1.4		36.2	35.7	69	
3885	湯沢鉱泉	溪山荘	山梨県	35.53608410087019	138.86136477538642	1973	5	mg/kg	5.55		9.78	12.4	11.8		1.3	83		
3886	湯立人鉱泉		山梨県	35.616502062455595	138.97403786633888	1981	15	mg/kg	6.88		18.8	27.3	7.75		12	24	109.8	
3887	湯村温泉	グリーンイン千島	山梨県	35.68006272778196	138.54852434332494	1989	46	mg/kg	8.2	1823	500.6	133.7	0.9		700.7	389.3	45.9	
3888	湯村温泉	甲府富士屋ホテル	山梨県	35.68083122474932	138.54777048145772	1989	41	mg/kg	8.1	1675	428.8	97.9	2.5		773.6	66.6	89.6	
3889	湯村温泉	常磐ホテル	山梨県	35.67940628379928	138.54916258037207	1992	42.8	mg/kg	8.5	2008	529.7	131.6	0.3		843.1	302.7	28.4	
3890	湯村温泉	富士野屋	山梨県	35.68339235181676	138.54679345189857	1993	47	mg/kg	8.2	2302	672.4	149.5	0.1		1276	2.8	53.8	
3891	湯村温泉	ホテル弘法湯	山梨県	35.683890549680164	138.54750623330744	1989	40.3	mg/kg	8.3	1292	380.8	73.2	0.02		613.5	113.5	29.3	
3892	湯村温泉	ホテル陽伝	山梨県	35.682500678073765	138.54833543398354	1981	42.8	mg/kg	8.19	2093	530.2	145	0.2		907.9	234.1	42.4	
3893	湯村温泉	ホテル吉野	山梨県	35.68222271632117	138.5484223257958	1989	42.6	mg/kg	8.4	1988	511	134.9	0.03		763.1	387.3	15.5	
3894	湯村温泉	柳屋	山梨県	35.68333712359704	138.54751539444433	1993	46.3	mg/kg	8.3	2548	683.9	180	0.09		1304	130.7	32.2	
3895	湯村温泉	湯村ホテル	山梨県	35.681109242554065	138.54888161647602	2002	41.6	mg/kg	8.45	1510	404.1	110	0.2		487.1	434.1	25.8	
3896	湯村温泉	旅館明治	山梨県	35.68333448568551	138.54861623942818	1989	40.2	mg/kg	8.4	1273	327.4	75.4	0.2		435.3	274.2	36.4	
3897	葭池鉱泉		山梨県	35.503333805923916	138.81250255176005	1982	12.1	mg/kg	7.3	237	6.97	36.7	10.2		50	38.4	60	
3898	六郷町温泉	つむぎの湯	山梨県	35.48214130113221	138.45797638821878	1998	35.5	mg/kg	8.7	7007	1974	657.8	4.1		4199	21.9	45.2	
3899	若草温泉	さくらの里いこいの家	山梨県	35.62176642765567	138.50311988647604	1991	41.6	mg/kg	8.1	1114	352.8	24.5	10		440.1	34.6	319.4	
3900	神奈温泉		山梨県	35.45557876440979	138.52392377187144	1985	27.8	mg/kg	9.76	404.3	110.1	24.5	0.05		170.5	12.3	6.1	
3901	(長坂町)	グリーンヒル八ヶ岳新宿区立区民健康村	山梨県	35.827855280055694	138.35720831437143	1993	27.1	mg/kg	8	269.3	52.9	14.1	3.4		1.4	12.6	200.9	
3902	(田富町)	田富町立コミュニティセンター	山梨県	35.60082765328029	138.516921704128	1994	35.6	mg/kg	7.2	874.2	233.8	27.7	30.3		135.8		647.3	
3903	(玉穂町)	中巨摩広域老人福祉センター	山梨県	35.585533759379096	138.53268864773395	1977	34.3	mg/kg	7.3	483.3	100.2	14.02	12.52		6.524	18.44	355.3	
3904	(韮崎市)	韮崎市健康ふれあいセンター	山梨県	35.7473891598654	138.43787004432204	1998	48.5	mg/kg	8	1211	448	3.7	1.3		255.3	0.06	778	
3905	(韮崎市)	韮崎老人福祉センター	山梨県	35.69472421176796	138.45028651878553	1990	37.5	mg/kg	7.7	1093	354.3	23.6	39.2		415.8	2.2	539	
3906	(忍野村)	富士急ホテル	山梨県	35.457242605352825	138.81818646187082	1982	13.4	mg/kg	7.3	121	15.7	11.6	3.66		8	12.4	65.9	
3907	(鳴沢村)	富士眺望の湯ゆらり	山梨県	35.476368397994946	138.69135519365165	1998	26.2	mg/kg	7.9	1332	110.8	201.2	61.1		212.1	560.5	158.7	
3908	(北杜市)	みずがきランド	山梨県	35.894617543104985	138.5420830644734	1990	13.7	mg/kg	6.1	1089	233.6	116.6	5.9		274.3	289.3	207.2	
3909	(山梨市)	山梨市老人健康福祉センター	山梨県	35.69587673337564	138.6934092461958	1997	40.9	mg/kg	9.9	195.2	63.4	2.6	0.02		42.9	26.4		
3910	上諏訪温泉		長野県	36.05055507427403	138.114439586375	1971	54.35	mg/kg	7.8	763	219.9	6.434	5.951		196.2	33.98	251	
3911	上諏訪温泉		長野県	36.04666842405956	138.11278391346036	1974	68	mg/kg	7.8	879	224.8	27.32	8.153		171.6	94.33	333.8	
3912	上諏訪温泉		長野県	36.045279194876095	138.11222674339118	1970	40.5	mg/kg	7.5	818	222.4	23.11	25.5		154	6.496	553.5	
3913	上諏訪温泉	諏訪湖ホテル	長野県	36.046942502679066	138.11221646427424	1956	59	mg/kg	7.2	547	78.63	102.7	1.857		216.4	33.73	127.3	
3914	上諏訪温泉	飯島共同温泉	長野県	36.0163903162471	138.12583783920488	1971	46	mg/kg	7.1	717	164.9	28.36	21.19		253.6	3.397	215.7	
3915	上諏訪温泉		長野県	36.01858507809048	138.11777538614686	1974	46.4	mg/kg	7.2	939	260.8	17.41	12.13		293.6	10.24	287.2	
3916	上諏訪温泉		長野県	36.0008332832874	138.12639136412028	1967	56.8	mg/kg	8.8	1166	509.6	13.4	1.016		601	141.9	57.18	
3917	上諏訪温泉	緑水荘	長野県	36.05216172965512	138.11320571343265	1956	80	mg/kg	7.7	807	224.2	20.29	2.047		198	144.8	58.58	
3918	上諏訪温泉	渋の湯	長野県	36.04942334236138	138.11439028230976	1956	58	mg/kg	7.6	888	250.8	24.77	0.073		152	278.3	147.4	
3919	上諏訪温泉	油屋	長野県	36.04991554067173	138.11455322170832	1956	49	mg/kg	7.2	609.9	139	7.49	0.55		126.4	79.3	101.4	
3920	上諏訪温泉	宝屋	長野県	36.05083318784308	138.11444421748027	1956	60	mg/kg	7.4	807.2	198	8.173	2.507		180.7	92.12	172.5	
3921	上諏訪温泉	諏訪湖畔ホテル	長野県	36.051389083776535	138.11305627126947	1956	51	mg/kg	7.1	584	144.9	19.99	6.363		130	134.3	102.8	
3922	上諏訪温泉	力温泉	長野県	36.04721794306284	138.11692742798033	1957	53	mg/kg	7.9	305	70.73	4.494	1.021		64.37	51.01	36.98	
3923	上諏訪温泉	稲本	長野県	36.04721999513734	138.1169362822135	1956	47	mg/kg	7.8	460	119	6.238	0.233		190.6	61.55	11.02	
3924	上諏訪温泉	七つ釜甲源泉	長野県	36.05313370367881	138.1122201840396	1952	84	mg/kg	7.8	777.7	225.9	35.28	1.011		245	148	119.5	
3925	上諏訪温泉	七つ釜乙源泉	長野県	36.05311733207066	138.11218826832217	1952	84.5	mg/kg	7.5	821.8	227.1	38.99	1.191		245.6	138.9	145.8	
3926	上諏訪温泉	清水No.1	長野県	36.05583253832063	138.1144412624075	1974	88.3	mg/kg	7.9	1028	277.1	24.89	1.371		275.5	189.7	69.58	
3927	上諏訪温泉	清水No.2	長野県	36.05583348805348	138.1144451426932	1974	88	mg/kg	7.9	912	244.2	21.58	1.687		273.5	174.7	69.59	
3928	下諏訪温泉	かめやホテル	長野県	36.07601690009504	138.0908028232433	1980	46.8	mg/kg	7.9	1056	264.3	77	0.34		230.5	395	48.8	
3929	下諏訪温泉		長野県	36.07416762334297	138.08750156157484	1959	30.2	mg/kg	7.1	661.8	137.3	60.82	2.111		105.6	253.2	67.42	
3930	下諏訪温泉	高浜温泉新源湯	長野県	36.06848002269937	138.09556748095233	1956	48.5	mg/kg	8.3	1068	333	22.43	0.231		339.7	172.1	153.8	
3931	下諏訪温泉	高浜温泉(旧源湯)	長野県	36.0680558808165	138.09694370334475	1956	40	mg/kg	8.4	1289	421.4	35.38	0.194		415.5	276.3	172.1	
3932	下諏訪温泉	高浜温泉旅館	長野県	36.067502619898065	138.09834192166977	1961	48.5	mg/kg	8.3	1020	250.7	54.36	2.398		340.1	175.8	65.23	
3933	下諏訪温泉	星が丘2号	長野県	36.08136155730211	138.08143773729873		61.7	mg/kg	8.5	2348	413.6	293.2	0.1		406.7	1000	19.3	
3934	下諏訪温泉	富部源泉	長野県	36.07111051348007	138.09388729228246	1980	44.6	mg/kg	8.1	1306	397	47	0.06		371.3	373	53.7	
3935	下諏訪温泉	矢木温泉	長野県	36.075069800203465	138.08226648644043	1980	31	mg/kg	6.8	555	127.7	50.63	0.92		103.6	208.8	43.93	
3936	下諏訪温泉	新湯源泉	長野県	36.076386788578056	138.0858254698129	1955	51	mg/kg	7.3	1209	254.1	119.5	0.261		212.5	489.2	49.42	
3937	下諏訪温泉	高木温泉	長野県	36.066946970505015	138.10056802558972	1959	29.3	mg/kg	7.2	290	43.41	23.59	0.843		36.38	21.39	100.9	
3938	下諏訪温泉	高木源泉	長野県	36.06694421702804	138.10055750124775	1973	55	mg/kg	8.4	317	42.5	1.156	0.3		26.12	5.5	68.04	
3939	下諏訪温泉	円久保源湯	長野県	36.076942291504274	138.09221603496854	1957	65	mg/kg	7.8	1518	343.6	104.9	0.129		306.7	532.4	157.2	
3940	下諏訪温泉	矢木温泉組合	長野県	36.07471981420646	138.0880476879742	1959	45.1	mg/kg	7.2	1169	215.2	94.66	2.1		99.45	509.3	60.5	
3941	下諏訪温泉	旦過の湯源泉	長野県	36.07779878371953	138.08889444136622	1973	62.7	mg/kg	8.1	1606	327.1	149.3	0.1		291.4	613	29.65	
3942	下諏訪温泉	児湯源泉	長野県	36.07667075982194	138.09001411391475	1973	48.3	mg/kg	8	975	236.8	67.9	2.25		211.8	348.8	38.32	
3943	下諏訪温泉	綿の湯	長野県	36.07601662269067	138.09042722265468	1973	44.8	mg/kg	7.8	985	235.3	71.53	2.849		213.3	339.7	50.67	
3944	下諏訪温泉	湖畔の湯	長野県	36.065538374101806	138.0866948129166		51.8	mg/kg			175.1	18.3	0.9		184.2	101.9	79.9	
3945	下諏訪温泉		長野県	36.0750521144016	138.0923147656386	1963	49.4	mg/kg	8.4	1102	268.8	53.56	11.99		292.3	315.6	47.47	
3946	下諏訪温泉	若宮温泉	長野県	36.072777877140624	138.09333282507498	1963	49	mg/kg	8.3	1310	347.2	51.99	18.7		439.9	307	47.94	
3947	毒沢温泉		長野県	36.0955743138307	138.0814082001494	1978	6.5	mg/kg	2.6	1801	7.2	21.31	40.06		2.386	1390		
3948	渋ノ湯		長野県	36.10218660849352	138.08070936260884	1960	7.5	mg/kg	4	240	58.07	8.499	2		42.33	91.69	0.043	
3949	(岡谷市)	(岡谷市湊)	長野県	36.028054816524104	138.07777388688623	1974	33	mg/kg	8.1	290	105	5.65	0.857		5.63	6.75	264.3	
3950	八ヶ岳温泉		長野県	35.968053935186134	138.2549913727672		48.8	mg/kg	7.7		1295	108	41		834.4	1885	281.8	
3951	蔦木温泉	つたの湯	長野県	35.86324210819322	138.27695127780413	1995	37.5	mg/kg			979.8	587.3	8.3		2189	590.6	12.2	
3952	鹿塩温泉	山塩館	長野県	35.58660548717884	138.0563046095269	1965	13.2	mg/kg	8.2	19806	7041	437.7	44.6		11803	4.46	108.3	
3953	鹿塩温泉		長野県	35.58702874200755	138.0563387800394	1970	9.4	mg/kg	7.7	26180	8991	551.1	81.46		15100	3.929	121.4	
3954	鹿塩温泉	塩湯荘	長野県	35.5867365400847	138.05626203183434	1990		mg/kg	7.57	25770	9296	530.5	79.4		15540	4.3	125.7	
3955	小渋鉱泉		長野県	35.54325987267332	138.05979293491674	1983	24.8	mg/kg	9		127	2.1	1.41		430	42	302	
3956	湯オレ鉱泉		長野県	35.50710744773208	138.09776217923624	1983	11.9	mg/kg	9.3		125	1.58	1.26		305	22.1	310	
3957	小瀬戸鉱泉		長野県	35.65864201598778	138.13099253551528	1983	9.2	mg/kg	7	650	234	9.21	2.54		347.2	8.7	97	
3958	たつの	荒神山温泉	長野県	35.96632018578563	137.99212208429898		37.2	mg/kg	7.85		346.4	7.4	2.2		34.7	1.4	908	
3959	さくらの湯		長野県	35.83919035304955	138.06081629206128		34.5	mg/kg			121.3	1.5	0.3		4.2	1.9	160.2	
3960	(松本市)	(松本市穴沢)	長野県	36.332504679915154	138.00236101448473	1970	9.5	mg/kg	7.9	219	20.9	42.19	10.01		8.601	22.99	168.3	
3961	美ヶ原温泉		長野県	36.24472242992497	138.00500179050584	1957	43.4	mg/kg	8.5	530	81.38	63.97	0.851		28.59	228.3	28.98	
3962	美ヶ原温泉	御母家温泉第3源泉	長野県	36.249722049781724	137.99722234806472	1961	42.9	mg/kg	8.6	538	97.05	49.6	5.232		62.39	235.3	35.45	
3963	美ヶ原温泉	里山辺温泉2号	長野県	36.24760652341878	138.00126690156418	1964	41.5	mg/kg	8.1	411	69.47	30.39	11.69		9.925	175.9	105.98	
3964	美ヶ原温泉		長野県	36.24752501159577	138.00110035610322	1970	26.3	mg/kg	7.5	639	136.9	57.26	7.001		17.41	304.2	159.5	
3965	美ヶ原温泉		長野県	36.24759044144999	138.0011847302509		44.3	mg/kg	8.7	404	101.8	21.3	0.06		27.3	202.5	22.1	
3966	美ヶ原温泉	ニューことぶき	長野県	36.24600990602218	138.0012787441741		42.2	mg/kg	8.6		89.2	32.4	0.02		25.4	210	23.8	
3967	扉温泉	檜の湯	長野県	36.184505626843574	138.0853742610102		40.5	mg/kg	9.3	675	111.4	92.4	0.03		9.1	423.5	8	
3968	扉温泉	霞山荘 日本観光㈱	長野県	36.21861371456944	138.04389849621882	1965	14	mg/kg	5.9	2493	123.8	486.8	60.82		225.8	116.2	289.5	
3969	崖ノ湯		長野県	36.152530754336865	138.0139867085003	1971	1.5	mg/kg	8.3	472	9.195	79.28	36.06		7.708	121.9	252.4	
3970	戸倉温泉		長野県	36.484149940088614	138.14384406412503	1971	39.1	mg/kg	8.8	550	161.9	27.81	0.901		183.6	92.46	49.71	
3971	戸倉温泉	ささや	長野県	36.483667063473504	138.14231134624532	1957	44.5	mg/kg	8.1	361	93.91	12.79	0.07		96.49	50.59	52.72	
3972	戸倉温泉	笹屋ホテル	長野県	36.48372784591516	138.1423575884152	1964	42.3	mg/kg	8.7	304	71.38	13.06	8.116		58.85	8.113	78.04	
3973	戸倉温泉		長野県	36.48403033116284	138.14391624390478	1962	37.7	mg/kg	8.8	405	80.26	26.45	13.82		99.27	127.4	29.26	
3974	戸倉温泉		長野県	36.483890578324335	138.14364687408607	1970	39.3	mg/kg	8.8	527	133.5	20.31	0.122		138	66.39	39.89	
3975	戸倉温泉		長野県	36.48425656490955	138.1436018712067	1965	34.2	mg/kg	8.8	349	57.31	39.79	1.86		86.5	40.28	81.88	
3976	戸倉温泉		長野県	36.48555716031351	138.15056126748183	1967	36.6	mg/kg	8.9	442	141.6	17.73	0.927		120.6	115.1	52.89	
3977	戸倉温泉		長野県	36.484082354331235	138.1436370640611	1969		mg/kg	8.3	471	126	27.49	0.693		127.5	82.08		
3978	新戸倉温泉		長野県	36.484977024105916	138.1485007343731		46.8	mg/kg	8.75	428	126.4	12.5	0.09		121.3	34.5	72.5	
3979	新戸倉温泉	新戸倉温泉観光開発㈱	長野県	36.484935592230535	138.14861036863212	1968	36.6	mg/kg	8.5	498	149.6	21.67	0.134		146.6	106.2	50.12	
3980	上山田温泉		長野県	36.4811165243831	138.14330212226776	1962	42.6	mg/kg	6.9	855	276.2	15.19	1.199		368.5	9.77	153.3	
3981	上山田温泉	清風園1号	長野県	36.48110858792384	138.1433013982172	1957	41.7	mg/kg	8	435	120	21.72	0.005		132.2	81.87	40.15	
3982	上山田温泉	清風園2号	長野県	36.481154847323204	138.1438098945531	1957	46.9	mg/kg	8.2	471	128	21.72	0.004		142	87.21	46.92	
3983	上山田温泉	円山荘	長野県	36.48014900010456	138.14388212415716	1957	38	mg/kg	8	370	97.03	13.33	1.415		98.39	50.47	66.57	
3984	上山田温泉	20号泉	長野県	36.48111605319216	138.14334890811384	1959	37	mg/kg	8.6	462	103.9	13.66	3.485		133.4	68.56	28.08	
3985	上山田温泉	第22号泉	長野県	36.48109649836377	138.14331519169576	1956	50	mg/kg	8.8	586	148.7	21.31	0.598		178.6	64.86	66.69	
3986	上山田温泉	第23号泉	長野県	36.48111180053722	138.14332287346866	1956	46	mg/kg	8.8	380	109.6	5.328	1.108		103.6	57.46	59.8	
3987	上山田温泉	31号泉	長野県	36.48111424055594	138.14334449498804	1972	40.8	mg/kg	8.8	243	74	8.048	0.496		59.39	24	100.6	
3988	上山田温泉	33号泉	長野県	36.4722258295725	138.14251444797324	1971	30.1	mg/kg	9.1	344	111	7.676	0.25		137.4	30.5	44.63	
3989	上山田温泉	35号泉	長野県	36.469998076277946	138.15249352616766	1972	40.4	mg/kg	8.7	443	115	24.57	2.924		115.8	166	48.95	
3990	戸倉温泉	笹屋	長野県	36.48363591503963	138.1422569057341	1966	44	mg/kg	8.6		80.5	15	0.8		66	66	85.4	
3991	戸倉温泉	観世花屋	長野県	36.48194287762711	138.150274831181	1966	47.9	mg/kg	8.6		158	27.7	0.5		206	120	47.4	
