# NOAA NCEI Thermal Springs List for the United States (1981)
# source:    https://www.ncei.noaa.gov/data/oceans/archive/arc0238/0303600/1.1/data/0-data/geothermal_database/data/NCEI-thermal-springs.xlsx
# doi:       10.25921/c8p0-zs06
# sha256:    bb3e65d8fbf34d25b6e6d071f86dc5d67f68ee022d55ff7aac428d29283d351c
# licence:   CC0-1.0 Public Domain Dedication
# retrieved: 2026-09-07
# Generated by scripts/fetch-ncei.mjs. Do not edit by hand.
state	lat	lng	name	tf	tc
CA	35.582000000000001	-120.666	SANTA YSABEL SPRINGS (SULPHUR SPR)	92	33
CA	35.682000000000002	-116.422	SARATOGA SPRING	82	28
CA	36.938000000000002	-121.565	SARGENT ESTATE WARM SPRING	77	25
CA	35.619999999999997	-118.473	SCOVERN HOT SPRINGS	133	56
CA	38.872999999999998	-122.68899999999999	SEIGLER SPRINGS	126	52
CA	40.567999999999998	-120.325	SELLICKS SPRINGS	72	22
CA	34.595999999999997	-118.998	SESPE HOT SPRINGS	194	90
CA	41.615000000000002	-120.102	SEYFERTH HOT SPRINGS	185	85
CA	35.588000000000001	-116.35899999999999	SHEEP CREEK SPRING	73	23
CA	35.978000000000002	-116.273	SHOSHONE SPRING	90	32
CA	38.691000000000003	-123.024	SKAGGS SPRINGS	135	56
CA	36.122999999999998	-121.64	SLATES HOT SPRINGS	122	50
CA	33.799999999999997	-116.92700000000001	SOBODA HOT SPRINGS	102	39
CA	36.130000000000003	-118.816	SODA SPRING	72	22
CA	38.950000000000003	-122.572	SODA SPRING IN CACHE FORMATION	72	22
CA	36.21	-118.176	SODA SPRINGS	100	38
CA	35.140999999999998	-116.101	SODA STATION SPRINGS	75	24
CA	38.838000000000001	-122.65300000000001	SPIERS SPRINGS	79	26
CA	40.018999999999998	-121.036	SPRING	99	37
CA	41.484000000000002	-120.764	SPRING	81	27
CA	36.765000000000001	-120.901	SPRING	81	27
CA	33.514000000000003	-117.604	SPRING	95	35
CA	35.536000000000001	-118.651	SPRING (HOT)	W	W
CA	37.082999999999998	-121.042	SPRING IN ONEILL FOREBAY	70	21
CA	37.719000000000001	-118.735	SPRINGS	75	24
CA	41.195999999999998	-120.47499999999999	SPRINGS	W	W
CA	37.929000000000002	-121.965	SPRINGS	W	W
CA	35.887999999999998	-116.258	SPRINGS	W	W
CA	36.494999999999997	-117.893	SPRINGS	86	30
CA	37.634999999999998	-118.72	SPRINGS	72	22
CA	43.512999999999998	-119.90300000000001	SPRINGS AT TECOLOTE TUNNEL	93	34
CA	41.219000000000001	-120.066	SQUAW BATHS	106	41
CA	38.49	-122.498	ST HELENA WHITE SULPHUR SPRING	97	36
CA	34.497999999999998	-119.34099999999999	STINGLEYS HOT SPRINGS	123	51
CA	40.222999999999999	-122.747	STINKING SPRINGS	101	38
CA	39.002000000000002	-122.664	SULPHUR BANK	156	69
CA	38.787999999999997	-122.777	SULPHUR CREEK	120	49
CA	36.618000000000002	-121.845	SULPHUR HOT SPRING	100	38
CA	39.088000000000001	-122.52500000000001	SULPHUR SPRING	68	20
CA	37.923999999999999	-122.04600000000001	SULPHUR SPRING	75	24
CA	39.43	-122.538	SULPHUR SPRING, SALT SPRING	75	24
CA	36.295000000000002	-120.985	SULPHUR SPRINGS	73	23
CA	41.658999999999999	-123.319	SULPHUR SPRINGS	84	29
CA	40.447000000000003	-121.536	SULPHUR WORKS, TOPHET HOT SPRINGS	199	93
CA	35.908000000000001	-120.367	TABLE MOUNTAIN (SPRING)	88	31
CA	36.234000000000002	-121.54600000000001	TASSAJARA HOT SPRINGS	144	62
CA	35.871000000000002	-116.23	TECOPA HOT SPRINGS	118	48
CA	33.551000000000002	-117.167	TEMECULA HOT SPRINGS	116	47
CA	40.420999999999999	-121.375	TERMINAL GEYSER	205	96
CA	38.802	-122.81	THE GEYSERS	214	101
CA	38.225000000000001	-119.217	THE HOT SPRINGS	113	45
CA	37.664000000000001	-118.80200000000001	THE TUB	167	75
CA	40.58	-120.265	TIPTON SPRINGS	70	21
CA	38.31	-122.053	TOLENAS SPRINGS	68	20
CA	38.244999999999997	-119.205	TRAVERTINE HOT SPRINGS	180	82
CA	36.441000000000003	-116.82899999999999	TRAVERTINE SPRINGS	90	32
CA	40.238	-122.11	TUSCAN SPRINGS	86	30
CA	34.228000000000002	-117.483	TYLERS BATH SPRING	92	33
CA	36.83	-117.736	UPPER WARM SPRING	W	W
CA	32.97	-116.423	VALLECITOS SPRING	79	26
CA	38.125	-122.188	VALLEJO WHITE SULPHUR SPRINGS	68	20
CA	38.192	-120.827	VALLEY SPRINGS	75	24
CA	39.165999999999997	-123.15900000000001	VICHY SPRINGS	85	29
CA	34.502000000000002	-119.346	VICKERS HOT SPRINGS	124	51
CA	36.116999999999997	-118.776	WARD SPRING	70	21
CA	35.966999999999999	-116.931	WARM SPRING	W	W
CA	34.604999999999997	-118.56100000000001	WARM SPRING	92	33
CA	41.16	-120.40300000000001	WARM SPRING	70	21
CA	38.203000000000003	-119.11799999999999	WARM SPRING	77	25
CA	41.252000000000002	-120.521	WARM SPRING	75	24
CA	41.959000000000003	-120.93600000000001	WARM SPRING	W	W
CA	35.148000000000003	-118.783	WARM SPRING	W	W
CA	34.340000000000003	-117.173	WARM SPRING, HOT SPRING	108	42
CA	36.122	-117.217	WARM SULPHUR SPRINGS	80	27
CA	33.283999999999999	-116.631	WARNER HOT SPRING	138	59
CA	40.354999999999997	-120.25700000000001	WENDEL HOT SPRINGS	205	96
CA	41.19	-120.383	WEST VALLEY RESERVOIR HOT SPRING	171	77
CA	34.506999999999998	-119.291	WHEELER SPRINGS	102	39
CA	33.731000000000002	-118.348	WHITES POINT HOT SPRINGS	115	46
CA	37.630000000000003	-118.80800000000001	WHITMORE HOT SPRINGS	95	35
CA	39.039000000000001	-122.42100000000001	WILBUR SPRINGS	153	67
CA	34.582000000000001	-119.044	WILLETT HOT SPRINGS	108	42
CA	33.216999999999999	-115.58	WISTER MUD POT	100	38
CA	33.67	-117.325	WRENDEN HOT SPRS, ELSINORE HOT SPRS	125	52
CA	35.433	-118.47799999999999	YATES HOT SPRINGS	100	38
CA	39.921999999999997	-120.024	ZAMBONI HOT SPRINGS	H	H
CA	38.755000000000003	-122.285	ZIM ZIM SPRING	70	21
CA	38.773000000000003	-119.71299999999999	null	149	65
CA	38.627000000000002	-119.504	null	W	W
CA	38.985999999999997	-122.736	null	95	35
CA	38.963000000000001	-122.724	null	W	W
CA	38.950000000000003	-122.654	null	W	W
CA	33.54	-116.742	null	W	W
CA	33.865000000000002	-117.10299999999999	null	W	W
CA	33.802	-118.393	null	77	25
CA	34.124000000000002	-117.078	null	90	32
CA	36.64	-120.684	null	75	24
CA	36.331000000000003	-121.843	null	114	46
CA	41.542000000000002	-120.56699999999999	null	81	27
CA	41.466000000000001	-120.52500000000001	null	72	22
CA	41.36	-120.723	null	81	27
CA	41.207999999999998	-120.054	null	109	43
CA	37.412999999999997	-119.139	null	95	35
CA	37.895000000000003	-121.874	null	70	21
CA	35.94	-117.90300000000001	null	80	27
CA	35.363	-119.727	null	93	34
CA	35.649000000000001	-120.687	null	108	42
CA	38.777000000000001	-122.76300000000001	null	120	49
CA	38.389000000000003	-122.56699999999999	null	73	23
CA	38.356999999999999	-122.509	null	70	21
CA	38.320999999999998	-122.271	null	83	28
CA	38.100999999999999	-122.169	null	73	23
CA	39.979999999999997	-120.06399999999999	null	108	42
CA	39.200000000000003	-122.72499999999999	null	90	32
CA	39.021999999999998	-122.592	null	81	27
CA	36.25	-121.68300000000001	null	W	W
CA	37.667000000000002	-118.78100000000001	null	127	53
CA	37.656999999999996	-118.764	null	120	49
CA	37.652999999999999	-118.925	null	72	22
CA	37.639000000000003	-118.756	null	86	30
CA	37.606999999999999	-118.80800000000001	null	73	23
CA	37.268000000000001	-118.27200000000001	null	84	29
CA	37.988999999999997	-119.139	null	72	22
CA	37.941000000000003	-119.036	null	91	33
CA	37.835999999999999	-119.01600000000001	null	97	36
CO	37.741	-107.03400000000001	ANTELOPE SPRING	90	32
CO	37.728000000000002	-107.054	BIRDSIE WARM SPRING	86	30
CO	38.652999999999999	-106.056	BROWNS CANYON WARM SPRING	77	25
CO	38.634	-106.072	BROWNS GROTTO WARM SPRING	73	23
CO	38.433	-105.261	CANON CITY HOT SPRINGS	104	40
CO	38.271999999999998	-107.1	CEBOLLA HOT SPRINGS	106	41
CO	38.835999999999999	-106.825	CEMENT CREEK HOT SPRING	77	25
CO	39.012	-106.89100000000001	CONUNDRUM HOT SPRINGS	100	38
CO	38.811999999999998	-106.226	COTTONWOOD HOT SPRINGS	136	58
CO	37.293999999999997	-105.78400000000001	DEXTER SPRING	68	20
CO	39.628	-107.10599999999999	DOTSERO WARM SPRINGS	90	32
CO	37.771000000000001	-108.09099999999999	DUNTON HOT SPRING	108	42
CO	39.932000000000002	-105.277	ELDORADO SPRINGS	79	26
CO	37.747	-108.117	GEYSER WARM SPRING	82	28
CO	39.548000000000002	-107.322	GLENWOOD SPRINGS	124	51
CO	39.017000000000003	-105.79300000000001	HARTSEL HOT SPRINGS	126	52
CO	38.731999999999999	-106.178	HORTENSE HOT SPRING	181	83
CO	40.073	-106.113	HOT SULPHUR SPRINGS	111	44
CO	39.738999999999997	-105.512	IDAHO SPRINGS	115	46
CO	40.466999999999999	-107.952	JUNIPER HOT SPRINGS	100	38
CO	38.014000000000003	-108.054	LEMON HOT SPRING	91	33
CO	38.517000000000003	-106.515	LOWER WAUNITA HOT SPRINGS	167	75
CO	38.167999999999999	-105.92400000000001	MINERAL HOT SPRINGS	140	60
CO	38.732999999999997	-106.16200000000001	MOUNT PRINCETON HOT SPRINGS	133	56
CO	38.133000000000003	-107.736	ORVIS HOT SPRING	126	52
CO	38.021000000000001	-107.672	OURAY HOT SPRINGS	156	69
CO	37.262999999999998	-107.011	PAGOSA SPRINGS	136	58
CO	37.752000000000002	-108.131	PARADISE WARM SPRING	115	46
CO	39.226999999999997	-107.224	PENNY HOT SPRINGS	133	56
CO	37.313000000000002	-107.34399999999999	PIEDRA RIVER HOT SPRINGS	108	42
CO	37.453000000000003	-107.803	PINKERTON HOT SPRINGS	90	32
CO	38.497999999999998	-106.07599999999999	PONCHA HOT SPRINGS	160	71
CO	37.511000000000003	-106.94499999999999	RAINBOW HOT SPRINGS	104	40
CO	38.816000000000003	-106.873	RANGER HOT SPRING	81	27
CO	39.164000000000001	-106.062	RHODES WARM SPRING	75	24
CO	40.558999999999997	-106.849	ROUTT HOT SPRINGS	147	64
CO	37.750999999999998	-106.31699999999999	SHAW SPRINGS	86	30
CO	39.552	-107.41200000000001	SOUTH CANYON HOT SPRINGS	118	48
CO	40.482999999999997	-106.827	STEAMBOAT SPRINGS	102	39
CO	37.033000000000001	-106.80500000000001	STINKING SPRINGS	81	27
CO	38.478999999999999	-105.89100000000001	SWISSVALE WARM SPRINGS	82	28
CO	37.390999999999998	-107.846	TRIMBLE HOT SPR, STRATTEN WARM SPR	97	36
CO	37.4	-107.849	TRIPP HOT SPRINGS	111	44
CO	38.514000000000003	-106.508	UPPER WAUNITA HOT SPRINGS	176	80
CO	38.192	-105.816	VALLEY VIEW HOT SPRINGS	99	37
CO	37.747	-106.831	WAGON WHEEL GAP HOT SPRINGS	135	57
CO	38.484999999999999	-105.91	WELLSVILLE WARM SPRING	91	33
FL	27.074000000000002	-82.233000000000004	LITTLE SALT SPRING	81	27
FL	27.06	-82.260999999999996	WARM MINERAL SPRINGS (BIG SALT SPR)	86	30
GA	32.92	-84.438000000000002	BARKER SPRING	73	23
GA	33.036999999999999	-84.373999999999995	LIFSEY SPRING	79	26
GA	32.862000000000002	-84.65	PARKMAN SPRING	77	25
GA	33.018000000000001	-84.326999999999998	TAYLOR SPRING	75	24
GA	32.963999999999999	-84.498999999999995	THUNDERING SPRING	75	24
GA	32.872999999999998	-84.546999999999997	TOM BROWN SPRING	68	20
GA	32.893000000000001	-84.69	WARM SPRINGS	88	31
HI	19.593	-154.928	AKINS SPRING	84	29
HI	19.46	-154.84700000000001	ISAAC HALE PARK SPRING	97	36
HI	19.466000000000001	-154.94300000000001	STEAM VENTS	H	H
HI	19.434000000000001	-155.27199999999999	STEAM VENTS	H	H
HI	19.373000000000001	-155.18799999999999	STEAM VENTS	H	H
HI	19.486000000000001	-155.59800000000001	STEAM VENTS	H	H
HI	19.420999999999999	-155.62	STEAM VENTS	H	H
HI	19.407	-155.27699999999999	STEAM VENTS	H	H
HI	19.39	-155.31100000000001	STEAM VENTS	H	H
HI	19.201000000000001	-155.38399999999999	WAIWELAWELA POINT SPRING	90	32
HI	19.495999999999999	-154.876	WARM VAPOR	W	W
ID	43.037999999999997	-112.004	ALKALI FLATS WARM SPRING	93	34
ID	43.226999999999997	-111.10899999999999	ALPINE WARM SPRING	99	37
ID	44.64	-116.045	ARLING HOT SPRING	90	32
ID	42.405000000000001	-114.142	ARTESIAN CITY HOT SPRINGS	99	37
ID	44.091000000000001	-111.458	ASHTON WARM SPRING	79	26
ID	43.811	-115.116	ATLANTA HOT SPRINGS	140	60
ID	44.621000000000002	-115.985	BADLEY WARM SPRING	100	38
ID	42.688000000000002	-114.82599999999999	BANBURY HOT SPRING	138	59
ID	44.268999999999998	-113.449	BARNEY HOT SPRINGS	82	28
ID	43.292999999999999	-114.908	BARRONS HOT SPRING	167	75
ID	45.512	-115.04600000000001	BARTH HOT SPRINGS	140	60
ID	44.264000000000003	-114.818	BASIN CREEK HOT SPRING	133	56
ID	43.718000000000004	-115.563	BASSET HOT SPRING	H	H
ID	42.796999999999997	-115.723	BAT HOT SPRING, PENCE HOT SPRING	117	47
ID	42.133000000000003	-111.928	BATTLE CREEK HOT SPRINGS	183	84
ID	43.603000000000002	-115.07	BAUMGARTNER HOT SPRING	111	44
ID	42.115000000000002	-111.264	BEAR LAKE HOT SPRINGS	118	48
ID	44.445	-115.239	BEAR VALLEY HOT SPRING	W	W
ID	44.523000000000003	-114.173	BEARDSLEY HOT SPRINGS	109	43
ID	44.465000000000003	-116.03700000000001	BELVIDERE HOT SPRING	111	44
ID	45.307000000000002	-114.33799999999999	BIG CREEK HOT SPRINGS	199	93
ID	44.64	-113.504	BIG EIGHTMILE CREEK WARM SPRING	91	33
ID	43.701000000000001	-114.738	BIG SMOKEY HOT SPRING	H	H
ID	44.454000000000001	-112.696	BIG SPRING	73	23
ID	44.77	-115.663	BILLY HOT SPRING	H	H
ID	42.927999999999997	-111.592	BLACKFOOT RESERVOIR WARM SPRING	72	22
ID	42.985999999999997	-111.74299999999999	BLACKFOOT RIVER WARM SPRING	79	26
ID	42.106999999999999	-113.39	BLM WELL (FRAZIER HOT SPRING)	203	95
ID	44.363999999999997	-115.85599999999999	BOILING SPRINGS	185	85
ID	44.156999999999996	-115.31399999999999	BONNEVILLE HOT SPRINGS	185	85
ID	45.201000000000001	-116.312	BOULDER CREEK SPRING	82	28
ID	43.54	-115.288	BRIDGE HOT SPRINGS	138	59
ID	43.21	-111.495	BROCKMAN CREEK HOT SPRING	95	35
ID	43.779000000000003	-115.486	BROWN CREEK HOT SPRING	122	50
ID	42.798000000000002	-115.742	BRUNEAU HOT SPRING	106	41
ID	42.779000000000003	-115.715	BUCKAROO HOT SPRING	109	43
ID	44.43	-115.762	BULL CREEK HOT SPRINGS	H	H
ID	45.277000000000001	-115.91200000000001	BURGDORF HOT SPRINGS	113	45
ID	44.415999999999997	-116.03100000000001	CABARTON HOT SPRING	160	71
ID	44.398000000000003	-115.149	CAPE HORN WARM SPRINGS	95	35
ID	44.582999999999998	-116.11199999999999	CASCADE RESERVOIR HOT SPRING	H	H
ID	43.561	-114.41500000000001	CLARENDON HOT SPRINGS	126	52
ID	42.332999999999998	-111.71599999999999	CLEVELAND HOT SPRINGS	151	66
ID	46.466000000000001	-114.93899999999999	COLGATE WARM SPRINGS	106	41
ID	43.326999999999998	-113.91800000000001	CONDIE HOT SPRINGS	124	51
ID	44.045000000000002	-115.842	CORDER HOT SPRING	131	55
ID	44.668999999999997	-116.30500000000001	COUNCIL MTN HOT SPRINGS	154	68
ID	44.210999999999999	-116.71	COVE CREEK HOT SPRING	131	55
ID	45.430999999999997	-116.015	COW FLATS HOT SPRING	138	59
ID	44.784999999999997	-114.855	COX HOT SPRINGS	131	55
ID	43.128999999999998	-115.34	COYOTE HOT SPRING	135	57
ID	44.305999999999997	-116.745	CRANE CREEK HOT SPRINGS	198	92
ID	44.72	-114.01600000000001	CRONKS CANYON HOT SPRING	115	46
ID	44.515999999999998	-115.295	DAGGER CREEK HOT SPRING	110	43
ID	44.051000000000002	-115.82899999999999	DAN HODGES HOT SPRING	140	60
ID	44.06	-115.819	DANSKIN CREEK HOT SPRING	106	41
ID	44.381999999999998	-115.84099999999999	DASH CREEK HOT SPRINGS	138	59
ID	44.091999999999999	-116.05200000000001	DEER HOT SPRINGS	176	80
ID	44.716999999999999	-115.703	DOLLAR CREEK WARM SPRING	68	20
ID	44.043999999999997	-115.851	DONLAY RANCH HOT SPRING	131	55
ID	42.387999999999998	-112.08499999999999	DOWNATA HOT SPRINGS	109	43
ID	42.101999999999997	-113.63200000000001	DURFEE SPRING	102	39
ID	43.789000000000001	-115.434	DUTCH FRANK HOT SPRING	149	65
ID	43.779000000000003	-114.539	EASLEY HOT SPRINGS	100	38
ID	43.423000000000002	-114.627	ELK CREEK HOT SPRING	126	52
ID	44.244999999999997	-114.88500000000001	ELKHORN HOT SPRING	136	58
ID	43.66	-111.715	ELKHORN WARM SPRING	72	22
ID	44.530999999999999	-116.754	FAIRCHILD HOT SPRING	126	52
ID	43.423000000000002	-111.414	FALL CREEK MINERAL SPRINGS	77	25
ID	44.896000000000001	-114.563	FORGE CREEK HOT SPRINGS	H	H
ID	44.661000000000001	-114.652	FOSTER RANCH HOT SPRINGS	135	57
ID	43.414000000000001	-116.70699999999999	GIVENS HOT SPRINGS	117	47
ID	44.4	-115.82	GOAT HOT SPRINGS	H	H
ID	44.676000000000002	-115.943	GOLD FORK HOT SPRING	127	53
ID	44.905000000000001	-113.929	GOLDBUG HOT SPRING	113	45
ID	44.16	-115.167	GRANDJEAN HOT SPRING	H	H
ID	43.802999999999997	-115.401	GRANITE CREEK HOT SPRING	131	55
ID	42.085000000000001	-113.56399999999999	GRAPE CREEK WARM SPRING	72	22
ID	44.392000000000003	-115.834	GROUND HOG HOT SPRINGS	100	38
ID	43.683999999999997	-114.41	GUYER HOT SPRINGS	158	70
ID	43.506	-114.354	HAILEY HOT SPRINGS	131	55
ID	44.076999999999998	-115.553	HAVEN LODGE HOT SPRING	147	64
ID	43.643999999999998	-111.687	HEISE HOT SPRINGS	120	49
ID	42.911000000000001	-111.556	HENRY WARM SPRING	86	30
ID	43.831000000000003	-116.396	HIGHLAND LAND CO WARM SPRING	73	23
ID	44.847000000000001	-115.696	HOLDOVER HOT SPRING	117	47
ID	45.503	-114.46299999999999	HORSE CREEK HOT SPRINGS	109	43
ID	44.835999999999999	-114.79	HOSPITAL HOT SPRING	115	46
ID	44.9	-115.505	HOT CREEK WARM SPRING	97	36
ID	44.054000000000002	-115.907	HOT SPRING CAMPGROUND	124	51
ID	43.155000000000001	-115.518	HOT SPRINGS	158	70
ID	42.692	-114.85899999999999	HOT SULPHUR (MIRACLE HOT) SPRINGS	131	55
ID	43.046999999999997	-114.929	HOT SULPHUR LAKE	81	27
ID	42.762	-115.739	INDIAN BATHTUB HOT SPRINGS	99	37
ID	44.798999999999999	-115.129	INDIAN CREEK HOT SPRING	190	88
ID	42.332999999999998	-115.65	INDIAN HOT SPRINGS	160	71
ID	42.725000000000001	-112.872	INDIAN SPRINGS	90	32
ID	46.463000000000001	-114.872	JERRY JOHNSON HOT SPRINGS	118	48
ID	44.494999999999997	-116.732	KEITHLY WARM SPRING	86	30
ID	42.338999999999999	-112.43600000000001	KENT WARM SPRING	75	24
ID	44.072000000000003	-115.54300000000001	KIRKHAM HOT SPRINGS	149	65
ID	44.970999999999997	-116.203	KRIGBAUM HOT SPRINGS	109	43
ID	44.831000000000003	-115.215	KWISKWIS HOT SPRING	156	69
ID	42.625	-113.107	LAKE WALCOTT HOT SPRING	70	21
ID	44.585999999999999	-116.63	LAKEY HOT SPRING	158	70
ID	43.116	-115.30500000000001	LATTY HOT SPRING	144	62
ID	42.621000000000002	-112.008	LAVA HOT SPRINGS	113	45
ID	43.817	-115.04600000000001	LEGGIT CREEK HOT SPRING	H	H
ID	45.07	-115.82599999999999	LICK CREEK WARM SPRING	91	33
ID	44.145000000000003	-112.554	LIDY HOT SPRINGS	124	51
ID	43.604999999999997	-114.94799999999999	LIGHTFOOT HOT SPRINGS	133	56
ID	44.381999999999998	-114.08799999999999	LITTLE ANTELOPE FLAT WARM SPRING	93	34
ID	43.723999999999997	-115.604	LOFTUS HOT SPRING	129	54
ID	42.865000000000002	-116.36799999999999	LOWER BIRCH SPRING	77	25
ID	43.973999999999997	-114.499	LOWER BOWERY HOT SPRING	129	54
ID	42.767000000000003	-115.72499999999999	LOWER INDIAN BATHTUB HOT SPRINGS	108	42
ID	44.798999999999999	-114.806	LOWER LOON CREEK HOT SPRING	120	49
ID	42.012999999999998	-114.504	MAGIC HOT SPRINGS	109	43
ID	43.328000000000003	-114.399	MAGIC HOT SPRINGS	163	73
ID	42.173000000000002	-112.239	MALAD WARM SPRING	77	25
ID	42.308	-111.70699999999999	MAPLE GROVE HOT SPRINGS	172	78
ID	42.447000000000003	-113.523	MARSH CREEK HOT SPRING	104	40
ID	42.448999999999998	-113.511	MARSH GULLY HOT SPRINGS	106	41
ID	46.006	-115.021	MARTEN HOT SPRINGS	H	H
ID	44.813000000000002	-115.123	MIDDLE FORK INDIAN CREEK HOT SPRING	162	72
ID	43.363	-113.779	MILFORD SWEAT HOT SPRING	111	44
ID	44.642000000000003	-115.693	MOLLYS HOT SPRING	138	59
ID	43.588000000000001	-115.988	MORES CREEK HOT SPRING	H	H
ID	44.26	-114.83799999999999	MORMON BEND HOT SPRING	100	38
ID	44.951000000000001	-114.70399999999999	MORMON RANCH WARM SPRING	H	H
ID	43.255000000000003	-114.82899999999999	MORMON RESERVOIR WARM SPRING	W	W
ID	42.374000000000002	-111.726	MOUND VALLEY WARM SPRING	W	W
ID	42.031999999999996	-115.363	MURPHY HOT SPRINGS	126	52
ID	42.337000000000003	-114.509	NAT-SOO-PAH WARM SPRING	97	36
ID	43.755000000000003	-115.571	NINEMEYER HOT SPRINGS	169	76
ID	42.173000000000002	-113.861	OAKLEY HOT SPRING	118	48
ID	44.353999999999999	-117.071	OLD HOMESTEAD WARM SPRING	W	W
ID	44.652000000000001	-114.73399999999999	OWEN CABIN HOT SPRING	133	56
ID	45.344000000000001	-114.46299999999999	OWL CREEK HOT SPRINGS	122	50
ID	43.552999999999997	-115.267	PARADISE HOT SPRINGS	126	52
ID	42.426000000000002	-111.378	PESCADERO WARM SPRING	79	26
ID	43.99	-114.8	PIERSON HOT SPRINGS	109	43
ID	43.790999999999997	-111.435	PINCOCK (GREEN CANYON) HOT SPRINGS	111	44
ID	44.061999999999998	-115.685	PINE FLAT HOT SPRINGS	138	59
ID	44.720999999999997	-115.20699999999999	PISTOL CREEK HOT SPRINGS	115	46
ID	42.155999999999999	-112.348	PLEASANTVIEW WARM SPRINGS	77	25
ID	42.637	-114.892	POISON SPRINGS	H	H
ID	43.76	-115.56	POOL CREEK HOT SPRING	108	42
ID	42.780999999999999	-111.983	PORTNEUF RIVER WARM SPRING	93	34
ID	43.576000000000001	-114.83	PREIS HOT SPRING	106	41
ID	42.024999999999999	-112.226	PRICES WARM SPRING	77	25
ID	46.234999999999999	-114.70699999999999	PROSPECTOR HOT SPRINGS	H	H
ID	43.831000000000003	-115.19199999999999	QUEENS RIVER HOT SPRING	H	H
ID	43.604999999999997	-115.664	RATTLESNAKE HOT SPRING	133	56
ID	45.787999999999997	-115.19799999999999	RED RIVER HOT SPRINGS	131	55
ID	42.286000000000001	-113.446	RICE SPRING, WARD SPRING	72	22
ID	45.415999999999997	-116.172	RIGGINS HOT SPRINGS	106	41
ID	44.247	-114.676	ROBINSON BAR HOT SPRINGS	131	55
ID	42.545000000000002	-112.90600000000001	ROCKLAND WARM SPRINGS	100	38
ID	44.253	-115.89100000000001	ROCKY CANYON HOT SPRINGS	120	49
ID	44.100999999999999	-114.86499999999999	ROSALYS WARM SPRING	106	41
ID	43.951000000000001	-116.35299999999999	ROYSTONE HOT SPRINGS	151	66
ID	45.851999999999997	-114.937	RUNNING WARM SPRINGS	106	41
ID	43.366999999999997	-113.884	RUSH WARM SPRING	72	22
ID	43.805	-114.58499999999999	RUSSIAN JOHN HOT SPRING	100	38
ID	44.16	-115.17700000000001	SACAJAWEA HOT SPRINGS	153	67
ID	42.704000000000001	-114.85599999999999	SALMON FALLS HOT SPRING	153	67
ID	45.094999999999999	-113.836	SALMON HOT SPRING	113	45
ID	42.24	-113.58799999999999	SEARS SPRING	84	29
ID	45.17	-115.807	SECESH HOT SPRING	H	H
ID	45.012999999999998	-113.605	SHARKEY HOT SPRING	126	52
ID	43.695999999999998	-115.658	SHEEP CREEK BRIDGE HOT SPRING	142	61
ID	45.034999999999997	-115.56100000000001	SHEEP CREEK HOT SPRING	136	58
ID	44.628	-115.197	SHEEPEATER HOT SPRINGS	H	H
ID	44.628	-114.601	SHOWER BATH SPRINGS	122	50
ID	44.33	-115.80200000000001	SILVER CREEK HOT SPRING	102	39
ID	43.646999999999998	-114.816	SKILLERN HOT SPRINGS	140	60
ID	44.170999999999999	-114.624	SLATE CREEK HOT SPRING	122	50
ID	43.72	-115.617	SMITH CABIN HOT SPRING	138	59
ID	45.042000000000002	-114.616	SNOWSHOE JOHNSONS HOT SPRING	108	42
ID	42.656999999999996	-111.604	SODA SPRINGS	82	28
ID	44.631999999999998	-115.697	SOUTH FORK PLUNGE	129	54
ID	42.119	-111.928	SQUAW HOT SPRINGS	163	73
ID	44.223999999999997	-114.929	STANLEY HOT SPRING	106	41
ID	46.316000000000003	-115.258	STANLEY HOT SPRINGS	120	49
ID	44.853000000000002	-116.44199999999999	STARKEY HOT SPRINGS	131	55
ID	42.655000000000001	-111.643	STEAMBOAT HOT SPRING	88	31
ID	45.152000000000001	-116.29600000000001	STINKY WARM SPRING	88	31
ID	43.787999999999997	-115.444	STRAIGHT CREEK HOT SPRING	144	62
ID	46.137999999999998	-115.09	STUART HOT SPRINGS	H	H
ID	44.253999999999998	-114.443	SULLIVAN HOT SPRINGS	106	41
ID	44.554000000000002	-115.301	SULPHUR CREEK HOT SPRING	H	H
ID	44.585000000000001	-115.072	SULPHUR CREEK HOT SPRING	H	H
ID	44.268000000000001	-114.748	SUNBEAM HOT SPRINGS	169	76
ID	44.732999999999997	-115.018	SUNFLOWER FLAT HOT SPRING	109	43
ID	44.73	-114.99299999999999	SUNFLOWER HOT SPRINGS	149	65
ID	43.972000000000001	-116.325	SWEET WARM SPRING	68	20
ID	42.957000000000001	-112.458	TADPOLE WARM SPRING	68	20
ID	43.606999999999999	-111.18899999999999	TAYLOR SPRINGS	68	20
ID	44.914000000000001	-115.72199999999999	TEAPOT HOT SPRING	142	61
ID	43.677	-116.208	TERTELING HOT SPRINGS	106	41
ID	44.720999999999997	-115.01	THOMAS CREEK RANCH HOT SPRING	138	59
ID	43.161000000000001	-116.33199999999999	THOMAS FLATS WARM SPRING	75	24
ID	42.015000000000001	-114.23699999999999	THOROUGHBRED WARM SPRINGS	69	21
ID	43.5	-115.30800000000001	TOWNE CREEK WARM SPRING	75	24
ID	44.625999999999998	-115.749	TRAIL CREEK HOT SPRING	122	50
ID	42.337000000000003	-111.726	TREASURETON HOT SPRINGS	95	35
ID	43.037999999999997	-114.988	TSCHANNE HOT SPRING	109	43
ID	43.670999999999999	-115.696	TWIN SPRINGS	151	66
