# Nevada Bureau of Mines and Geology, AASG state geothermal data (aqSpringChemistry)
# source:    https://web2.nbmg.unr.edu/ArcGIS/rest/services/
# taken:     2026-09-11
# sha256:    40a3ce8bd49cab02a7e3fd3cc45f85949dfd936eb460fdbc7cc0e2dffd60edbb
# licence:   US state geological survey data, public domain.
# generated: scripts/fetch-nbmg.mjs -- do not edit by hand
#
# A SNAPSHOT, NOT A PINNED DERIVATION. The upstream is a query service
# with no published archive, so there is nothing to hash but this file.
# data:build is reproducible from it; the fetch is not.
#
# Chemistry only. This service also publishes FluidTemperature_C and it is
# NOT read: it yields twelve springs against the atlas and that seam is
# closed, not deferred.
#
# rows:      6319 across 1411 sampling sites (NV:5405, CO:914)
# values:    calcium 3976, magnesium 1929, sodium 3699, potassium 3569, silica 3668, chloride 4168, sulfate 3902, bicarbonate 1323, iron 1438, ph 1947
# complete:  every service answered
site	name	state	lat	lng	measuredAt	calcium	magnesium	sodium	potassium	silica	chloride	sulfate	bicarbonate	iron	ph
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla	CO	38.27389	-107.09833	1975	130		300	63	79	120	130	1170		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla	CO	38.27389	-107.09833	1975										6.8
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla A, (Powderhorn)	CO	38.27389	-107.09833	1975	120	50	310	63	74	120	130			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla A, (Powderhorn)	CO	38.27389	-107.09833	1975	120		310	63	74	120	130	1170		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla	CO	38.27389	-107.09833	1976	120	48	330	58	85	120	130			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla	CO	38.27389	-107.09833	1976	120	51	310	66	92	120	120			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla	CO	38.27389	-107.09833	1976	120		310	66	92	120	120	1180		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla	CO	38.27389	-107.09833	1976	120		330	58	85	120	130	1170		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla	CO	38.27389	-107.09833	1976										6.4
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla	CO	38.27389	-107.09833	1976										6.9
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_08-1/	Gunnison County Cebolla	CO	38.27389	-107.09833	1993										6.8
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1920	79.2	22.7	30	8	34.8	13.7	80.1			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1920	79.2		30	8	34.8	13.7	80.1	251		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1975	69	18	41	6	17	10	74			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1975	69		41	6	17	10	74	308		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1975	75	22	36	5.8	19	11	81			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1975	75		36	5.8	19	11	81	302		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1975										7.2
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1976	68	20	36	6.4	18	11	69			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1976	68		36	6.4	18	11	69	306		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1976	73	18	40	6	17	11	80			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1976	73		40	6	17	11	80	305		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1976										7
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_09-2/	Gunnison County Cement Creek Warm Spring	CO	38.835	-106.82611	1976										7.2
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_10-1/	Las Animas County Chinaman Canyon 	CO	37.23333	-104.71667	1981	66	16	41	1.6	11	7.3	64			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_10-1/	Las Animas County Chinaman Canyon 	CO	37.23333	-104.71667	1981	66		41	1.6	11	7.3	64			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_10-1/	Las Animas County Chinaman Canyon 	CO	37.23333	-104.71667	1981										8.5
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_11-1/	Pueblo County Clark Spring 	CO	38.25806	-104.60972	1975	75	45	250	18	11	28	620			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_11-1/	Pueblo County Clark Spring 	CO	38.25806	-104.60972	1975	75		250	18	11	28	620	323		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_11-1/	Pueblo County Clark Spring 	CO	38.25806	-104.60972	1975										6.8
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_12-1/	Las Animas County Cokedale	CO	37.13972	-104.6125	1981	68	29	190	7.1	12	16	390			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_12-1/	Las Animas County Cokedale	CO	37.13972	-104.6125	1981	68		190	7.1	12	16	390			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_12-1/	Las Animas County Cokedale	CO	37.13972	-104.6125	1981										8.4
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_13-1/	Delta County Colonel Chinn	CO	38.83944	-107.63417	1975	110	34	610	36	25	370	58			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_13-1/	Delta County Colonel Chinn	CO	38.83944	-107.63417	1975	110		610	36	25	370	58	1540		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_13-1/	Delta County Colonel Chinn	CO	38.83944	-107.63417	1975										6.6
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_13-1/	Delta County Colonel Chinn	CO	38.83944	-107.63417	1976	110	32	570	41	25	400				
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_13-1/	Delta County Colonel Chinn	CO	38.83944	-107.63417	1976	110		570	41	25	400		764		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_13-1/	Delta County Colonel Chinn	CO	38.83944	-107.63417	1976										6.5
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_13-1/	Delta County Colonel Chinn	CO	38.83944	-107.63417	1978	130	35	620	44	25	380	110			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_13-1/	Delta County Colonel Chinn	CO	38.83944	-107.63417	1978	130		620	44	25	380	110	1520		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_13-1/	Delta County Colonel Chinn	CO	38.83944	-107.63417	1978										6.4
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_14-1/	Pitkin County Conundrum Hot Springs	CO	39.01194	-106.89083	1920	626.7	8.6	40.3	9	44	6.8	1521			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_14-1/	Pitkin County Conundrum Hot Springs	CO	39.01194	-106.89083	1920	626.7		40.3	9	44	6.8	1521			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_14-1/	Pitkin County Conundrum Hot Springs	CO	39.01194	-106.89083	1975	500	1.4	44	3.4	38	8.6	1300			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_14-1/	Pitkin County Conundrum Hot Springs	CO	39.01194	-106.89083	1975	500		44	3.4	38	8.6	1300	18		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_15-1/	Delta County Cottonwood Spring	CO	38.66889	-108.34389	1977	35	13	6.4	1.7	15	1.5	4			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_15-1/	Delta County Cottonwood Spring	CO	38.66889	-108.34389	1977	35		6.4	1.7	15	1.5	4	180		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_15-1/	Delta County Cottonwood Spring	CO	38.66889	-108.34389	1977										9
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_16-1/	Chaffee County Cottonwood Hot Springs	CO	38.81278	-106.22583	1920	4.65	2.72	81	34.2	61.2	28.4	108			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_16-1/	Chaffee County Cottonwood Hot Springs	CO	38.81278	-106.22583	1920	4.65		81	34.2	61.2	28.4	108	79.2		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_16-1/	Chaffee County Cottonwood Hot Springs	CO	38.81278	-106.22583	1972	6.3	0.1	110	3	60	27	110			
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_16-1/	Chaffee County Cottonwood Hot Springs	CO	38.81278	-106.22583	1972	6.3		110	3	60	27	110	45		
http://resources.usgin.org/uri-gin/cogs/thermalspring/COHS_16-1/	Chaffee County Cottonwood Hot Springs	CO	38.81278	-106.22583	1972										8.4
